ID,Brand,Product Name,Product Price,Purchases in Past Month,Total Reviews,AVG Rating,Gender,Date Uploaded
2163,KAILAS,Men's Fuga DU Trail Running Shoes,189.99,0,7,4.3,Men's,2023-10-31
2164,adidas,"Outdoor Men's Terrex Ax3 Hiking Boot, 10 AU",79.9,0,2206,4.4,Men's,2023-10-31
2165,Icebug,Mens Haze RB9X GTX Trail Hiking Shoe with Traction Sole,189.95,0,20,4.3,Men's,2023-10-31
2166,ECCO,mens Biom 2.1 Low Textile,102.27,0,1,5,Men's,2023-10-31
2167,On,Running Mens Cloudventure Synthetic Textile Trainers,250,0,177,4.2,Men's,2023-10-31
2168,Salewa,Ultra Train 3 Hiking Shoe - Men's,79,0,265,4.2,Men's,2023-10-31
2169,Nike,Men's Running Shoes,76.37,0,69,4.4,Men's,2023-10-31
2170,Skechers,Mens Relaxed Fit Equalizer 5.0 Trail Eastpoint Athletic Hiking Shoes,74.95,0,0,0,Men's,2023-10-31
2171,Merrell,Men's Ankle-Strap Sport Sandal,63.75,0,93,4.1,Men's,2023-10-31
2172,Merrell,Trail Glove 7,74.37,0,16,3.9,Men's,2023-10-31
2173,MAFEKE,"Mens Air Running Shoes Lightweight Tennis Trainers Athletic Sports Sneakers for Walking Jogging, Size7-13",52.99,0,30,4.3,Men's,2023-10-31
2174,HOKA ONE ONE,"Men's Sneaker, 8.5 US",199,0,42,4.7,Men's,2023-10-31
2175,Columbia,Men's Montrail Trinity Ag Trail Running Shoe,135.97,0,32,4.4,Men's,2023-10-31
2176,ALTRA,"Lone Peak 7 - Men's Trail Shoes, Light Green, 11 AU",100,0,0,0,Men's,2023-10-31
2177,Saucony,mens Endorphin Speed 2 Running Shoe,159.99,0,1907,4.5,Men's,2023-10-31
2178,Nike,Men's Running Shoes,156.01,0,427,4.6,Men's,2023-10-31
2179,CIOR,Men's M5 Cross Trainer Black Hurricane Breathable Non Slip Wear-Resistant Cushioning Casual Comfort Trail Running Walking Tennis Shoes U122YDXLX585.JA-Mesh.Black-46,15.39,0,8,3.5,Men's,2023-10-31
2180,TSLA,"Men's Trail Running Shoe, Lightweight Breathable Outdoor Walking Sneakers, Athletic Gym Training Hiking Shoes",33.98,0,845,4.2,Men's,2023-10-31
2181,adidas,Men's Ultraboost 23 Sneaker,151.95,0,123,4.2,Men's,2023-10-31
2182,WHITIN,Men's Cross-Trainer | Barefoot & Minimalist Shoe | Zero Drop Sole | Wide Toe Box,41.99,0,17610,4.3,Men's,2023-10-31
2183,Brooks,Men's Catamount 2 Trail Running Shoe,109.95,0,24,4.2,Men's,2023-10-31
2184,WHITIN,Men's Minimalist Trail Runner | Wide Toe Box | Barefoot Inspired,42.99,0,16442,4.4,Men's,2023-10-31
2185,La Sportiva,Cyklon Mountain Running Shoe - Men's,184.95,0,12,4.5,Men's,2023-10-31
2186,adidas,Men's Track Trail Running Shoe,87.91,0,140,4.6,Men's,2023-10-31
2187,adidas,Men's X9000l2 Trail Running Shoe,67.29,0,184,4.3,Men's,2023-10-31
2188,HOBIBEAR,Womens Mens Minimalist Barefoot Shoes | Zero Drop | Wide Width Fashion Sneaker,35.99,0,175,4.3,Men's,2023-10-31
2189,Merrell,"Men's Trail Glove 6, Poseidon, 11 M",89.95,0,1,5,Men's,2023-10-31
2190,Salomon,XA PRO 3D Trail Running Shoes for Men,106.71,0,342,4.4,Men's,2023-10-31
2191,Columbia,Men's Hatana Breathe Hiking Shoe,70,0,357,4.6,Men's,2023-10-31
2192,IIV,Mens Air Running Shoes Casual Tennis Walking Athletic Gym Fashion Lightweight Slip On Sneakers,45.99,0,796,3.8,Men's,2023-10-31
2193,Salewa,Dropline Leather Trail Shoe - Men's,79.98,0,32,4.3,Men's,2023-10-31
2194,PUMA,"Mens Pacer Future Trail Shoes, Size: 11.5 M US, Color: Puma Black/Puma Black/Orange Brick",73.64,0,0,0,Men's,2023-10-31
2195,Nike,Men's Child (4-8 Years) Low-top Trainers,121.6,0,2079,4.4,Men's,2023-10-31
2196,Limberun,Barefoot Minimalist Mens Womens Wide Toe Box Trail Runner Shoes Cross Training Hiking Grip Arch Support Shoes,29.99,0,61,4.2,Men's,2023-10-31
2197,AUPERF,Men's Air Running Shoes Lightweight Breathable Workout Footwear Walking Sports Tennis Sneaker,48.99,0,1752,4.3,Men's,2023-10-31
2198,Inov-8,Men's Lightweight Trail Running Cross Training Trailtalon 235 Shoes,71,0,0,0,Men's,2023-10-31
2199,Merrell,"Men's Trail Glove 6, Black, 12 M",79.95,0,11,3.7,Men's,2023-10-31
2200,Oakley,Men's Light Breathe Trail Shoe,128.75,0,34,4.3,Men's,2023-10-31
2201,La Sportiva,Jackal Mountain Running Shoe - Men's,0,0,47,3.9,Men's,2023-10-31
2202,Salomon,Men's Alphacross 4 GTX Trail Running Shoe,74.63,0,402,4.3,Men's,2023-10-31
2203,La Sportiva,Kaptiva Running Shoe - Men's,0,0,51,4.4,Men's,2023-10-31
2204,Clarks,Men's ATL Trail Walk Sneaker,67.88,0,2,5,Men's,2023-10-31
2205,La Sportiva,Ultra Raptor II Trail Running Shoe - Men's,164.95,0,24,4.6,Men's,2023-10-31
2206,New Balance,Women's Fresh Foam X More Trail V3 Running Shoe,159.95,0,88,4.3,Men's,2023-10-31
2207,Saucony,Men's Excursion Tr14 Blue/Grey Trail Running Shoe 9.5 W US,48.96,0,10,4.2,Men's,2023-10-31
2208,Merrell,mens Trail Glove 7,74.37,0,5,3.2,Men's,2023-10-31
2209,Nike,Pegasus Trail 3 GTX (DC8793-001)_8.5 Black,129.97,0,0,0,Men's,2023-10-31
2210,Autper,Mens Air Running Shoes Lightweight Athletic Trail Tennis Sneakers for Gym Jogging Sport US 7-13,49.99,0,36,4,Men's,2023-10-31
2211,Saucony,mens Excursion Tr15,49.95,0,1,5,Men's,2023-10-31
2212,Sonzj-II,Puerto Rico Shoes Mens Womens Running Shoes Athletic Casual Puerto Rico Flag Tennis Sneakers Gifts for Friends,59.99,0,2,3,Men's,2023-10-31
2213,ASICS,Men's Gel-Sonoma 5 Running Shoes,0,0,506,4.4,Men's,2023-10-31
2214,New Balance,Men's FuelCell 2190 V1 Trail Running Shoe,139.99,0,9,4.8,Men's,2023-10-31
2215,PUMA,Mens Pacer Future Trail Slip-On Sneakers Shoes Casual - Black,70,0,2,5,Men's,2023-10-31
2216,Nike,Women's Competition Running Shoes Road,104.99,0,9,4.8,Men's,2023-10-31
2217,Sonzj-II,Men Women Running Shoes Lightweight Breathable Walking Sneakers Mesh Athletic Sport Shoes,59.99,0,0,0,Men's,2023-10-31
2218,adidas,"Men's Racer TR21 Running Shoe, White/White/Grey (Gum Sole), 7",75,0,18,4.3,Men's,2023-10-31
2219,adidas,Women's Terrex AX4 Sneaker - Hiking Shoe,68.55,0,1521,4.3,Men's,2023-10-31
2220,Autper,Air Running Shoes for Mens Comfortable Tennis Walking Athletic Fashion Sneakers Size 7-12.5,39.99,0,47,4,Men's,2023-10-31
2221,SCOTT,Men's Supertrac 3 Gore-Tex Trail Shoe,127.5,0,0,0,Men's,2023-10-31
2222,ASICS,Men's Gel-Venture 9 Mid Top Running Shoes,69.95,0,87,4.6,Men's,2023-10-31
2223,adidas,mens Lite Racer BYD 2.0 Trail Running Shoes,70,0,421,4.4,Men's,2023-10-31
2224,adidas,Tracefinder Shoe - Mens Trail Running,56.83,0,3,5,Men's,2023-10-31
2225,Inov-8,Men's Roclite G 290 V2 Lightweight Graphene G-Grip Trail Running Shoes,0,0,144,4.5,Men's,2023-10-31
2226,Saucony,Men's Excursion Tr14 Black/Slime Trail Running Shoe 10 M US,42.96,0,12,4.1,Men's,2023-10-31
2227,VJ,Ultra 2 Long-Range Race Trail Running Shoes with Rock Plate and More Grip,170,0,9,4.4,Men's,2023-10-31
2228,ASICS,Men's Gel-Sonoma 15-50 Sportstyle Shoes,79.95,0,58,4.4,Men's,2023-10-31
2229,Topo Athletic,"Men's Specter Comfortable Lightweight 5MM Drop Road Running Shoes, Athletic Shoes for Road Running",159.95,0,1,5,Men's,2023-10-31
2230,adidas,Men's Ultraboost 4.0 DNA Running Shoe,142.3,0,1654,4.7,Men's,2023-10-31
2231,ASICS,Men's Gel-Trabuco Terra Running Shoes,79.95,0,5,4.4,Men's,2023-10-31
2232,Soulsfeng,Mens Running Shoes Mesh Breathable Lightweight Cushioning Training Athletic Sneakers,49.99,0,4848,4.4,Men's,2023-10-31
2233,adidas,Men's Ultraboost 23 Sneaker,151.95,0,123,4.2,Men's,2023-10-31
2234,Brooks,Men's Catamount 2 Trail Running Shoe,109.95,0,24,4.2,Men's,2023-10-31
2235,Icebug,Mens Haze RB9X GTX Trail Hiking Shoe with Traction Sole,189.95,0,20,4.3,Men's,2023-10-31
2236,WHITIN,Men's Minimalist Trail Runner | Wide Toe Box | Barefoot Inspired,41.99,0,16442,4.4,Men's,2023-10-31
2237,Soulsfeng,Mens Running Shoes Mesh Breathable Lightweight Cushioning Training Athletic Sneakers,49.99,0,4848,4.4,Men's,2023-10-31
2238,Merrell,J067207 Mens Running Shoes Vapor Glove 5 Boulder US Size 13M,66.95,0,0,0,Men's,2023-10-31
2239,Saucony,"Men's Excursion TR14 Running Shoe, Black/Orange, 9.5 W",42.96,0,8,4.7,Men's,2023-10-31
2240,Saucony,Men's Blaze Tr Sneaker,89.95,0,13,4.5,Men's,2023-10-31
2241,Saucony,"Men's Peregrine 11 Trail Running Shoe, Grey/Green, 9 M",69.95,0,1,5,Men's,2023-10-31
2242,Inov-8,Men's Trailfly G 270 V2 Hiking Shoe,170,0,4,5,Men's,2023-10-31
2243,Saucony,Men's Endorphin Trail Hiking Shoe,0,0,16,4.3,Men's,2023-10-31
2244,adidas,"Men's Response Super 2.0 Running Shoe, Core Black/Halo Silver/Turbo, 11.5",51.47,0,4,4.5,Men's,2023-10-31
2245,Skechers,Go Run Speed Trail,0,0,34,4.2,Men's,2023-10-31
2246,Salomon,Men's Hypulse Trail Running Shoe,104.04,0,16,4.8,Men's,2023-10-31
2247,Saucony,Men's Peregrine 12 Gore Tex Trail Running Shoe,91.46,0,64,4.1,Men's,2023-10-31
2248,Merrell,Women's Trail Glove 7 Sneaker,109.95,0,25,4.4,Men's,2023-10-31
2249,Skechers,Mens Equalizer 5.0 Trail Solix Athletic Shoes 39 (US 8),85,0,0,0,Men's,2023-10-31
2250,Salomon,Men's Speedcross 4 Trail Running Shoes,114.79,0,22579,4.6,Men's,2023-10-31
2251,adidas,"Men's Racer TR21 Running Shoe, White/White/Grey (Gum Sole), 7.5",0,0,23,4.4,Men's,2023-10-31
2252,ASICS,Men's GT-2000 9 Trail Running Shoes,0,0,203,4.6,Men's,2023-10-31
2253,Nike,"Men's Road Running Shoe, Black White Dk Smoke Grey Grey, 9",0,0,21,4.1,Men's,2023-10-31
2254,Saucony,Men's Excursion Tr14 Grey/Orange Trail Running Shoe 10.5 M US,49.95,0,20,4.2,Men's,2023-10-31
2255,Saucony,Men's Excursion Tr14 Dark Grey/Black Trail Running Shoe 9 M US,51.95,0,11,4,Men's,2023-10-31
2256,adidas,Unisex-Adult Fluidflash Trail Running Shoe,58.14,0,81,4.2,Men's,2023-10-31
2257,Karhu,Men's Ikoni Trail WR - Water Resistant Trail Running Shoes for Smooth & Efficient Runs - Perfect for an Active Adventurous Lifestyle,160,0,1,5,Men's,2023-10-31
2258,Merrell,J066963 Mens Running Shoes Trail Glove 6 Stonewash US Size 10.5M,105.93,0,8,4,Men's,2023-10-31
2259,Salomon,Men's Predict Mod Running Shoes,65.59,0,53,4.2,Men's,2023-10-31
2260,Inov-8,Mens Terraultra G 270 Trail Running Shoes - Zero Drop for Long Distance Ultra Marathon Running,59,0,194,4.5,Men's,2023-10-31
2261,Skechers,"Men's GOrun Altitude-Trail Running Walking Hiking Shoe with Air Cooled Foam Sneaker, Black/Orange, 10.5 X-Wide",56.69,0,7,3.4,Men's,2023-10-31
2262,New Balance,Men's Fresh Foam Tempo Running Shoe,109.95,0,2950,4.4,Men's,2023-10-31
2263,Nike,mens Sneaker,133.99,0,43,4.5,Men's,2023-10-31
2264,Topo Athletic,"Men's Ultraventure 2 Comfortable Lightweight 5MM Drop Trail Running Shoes, Athletic Shoes for Trail Running",89.5,0,180,4.2,Men's,2023-10-31
2265,ASICS,GT-2000® 12 Trail,149.95,0,0,0,Men's,2023-10-31
2266,VJ,MAXx Shoes - Trail Running Shoes Women and Mens - Made for Rocky and Technical Mountain Trails and Obstacle Course Races,160,0,34,4.3,Men's,2023-10-31
2267,La Sportiva,Jackal II Trail Running Shoe - Men's,164.95,0,1,4,Men's,2023-10-31
2268,adidas,"Men's Racer Tr21 Running Shoe, Core Black/Core Black/Orange Rush, 11",0,0,132,4.5,Men's,2023-10-31
2269,adidas,"mens Racer Tr21 Running Shoe, White/Carbon/Core Black, 10.5 US",40.5,0,48,4.3,Men's,2023-10-31
2270,HOBIBEAR,mens Walking,39.99,0,2,4,Men's,2023-10-31
2271,Nike,Men's ACG MOC 3.5 Trail Shoes,124,0,2,5,Men's,2023-10-31
2272,Salomon,Men's Sonic Aero Running Shoe,119.9,0,171,4.2,Men's,2023-10-31
2273,OX ORIOCX,"Oriocx Malmo - Trail Running Shoes Suitable for canicross, swimrun and Obstacle Course Races Unisex",130.99,0,1,5,Men's,2023-10-31
2274,New Balance,Men's FuelCell Summit Unknown V3 Trail Running Shoe,78.26,0,14,4.4,Men's,2023-10-31
2275,Saucony,"Men's Peregrine 11 Trail Running Shoe, Grey/Green, 11 M",69.95,0,2,4.5,Men's,2023-10-31
2276,Soulsfeng,Fashion Sneakers Mens Womens Casual Sport Shoes Breathable Lightweight Athletic Running Shoe,49.99,0,358,4.4,Men's,2023-10-31
2277,Body Glove,Men's Riptide III Water Shoe,18.34,0,516,4.3,Men's,2023-10-31
2278,ASICS,mens Modern,119.95,0,0,0,Men's,2023-10-31
2279,Inov-8,Men's Terraultra G270 Trail Running Shoes,123.97,0,8,4.2,Men's,2023-10-31
2280,adidas,"Men's Response Super 2.0 Trail Running Shoe, Black/White/Grey, 11.5",76.27,0,20,4.4,Men's,2023-10-31
2281,RUMPRA,Men's Trail Running Shoes Gym Jogging Outdoor Sport Walking Sneakers Trekking Cross Training,29.99,0,0,0,Men's,2023-10-31
2282,La Sportiva,TX Guide Leather Approach Shoe - Men's,157.79,0,5,3.9,Men's,2023-10-31
2283,Generic,Men's Fashion Sneakers Casual Trail Running Shoes Men's Sports Hiking Shoes,25.07,0,0,0,Men's,2023-10-31
2284,PUMA,Men's Axelion Running Shoe,0,0,6902,4.5,Men's,2023-10-31
2285,adidas,Men's Ultraboost 23 Sneaker,122.44,0,123,4.2,Men's,2023-10-31
2286,Brooks,Men's Catamount 2 Trail Running Shoe,109.95,0,24,4.2,Men's,2023-10-31
2287,Topo Athletic,"Men's Trailventure 2 Comfortable Lightweight 5MM Drop Trail Running Shoes, Athletic Shoes for Trail Running",109.95,0,56,4.2,Men's,2023-10-31
2288,KAILAS,Men's Fuga DU Trail Running Shoes,211,0,7,4.3,Men's,2023-10-31
2289,HOKA ONE ONE,Hoka One Men's Trekking Shoes,200.53,0,12,5,Men's,2023-10-31
2290,YORK Athletics Mfg.,"York Athletics - The Via All-Terrain Shoes - Outdoor Trainer for Men and Women. Great for Outdoor training, Trail Walking, and Light Hiking.",74,0,5,4.5,Men's,2023-10-31
2291,Ezeerae,Mens Walking Shoes Tennis Trail Running Athletic Shoes Sneakers Lightweight Breathable Mesh Soft Sole Size 11.5,3.99,0,10,3.8,Men's,2023-10-31
2292,Inov-8,Womens X-Talon 260 Ultra Running Shoes,135,0,48,4.2,Men's,2023-10-31
2293,Skechers,Men's Go Run Trail Altitude-220917 Sneaker,75,0,4,4.7,Men's,2023-10-31
2294,K-Swiss,Men's Tubes Sport Trail Shoe,99.95,0,12,4.8,Men's,2023-10-31
2295,HOKA ONE ONE,Mens Speedgoat 4 Textile Synthetic Trainers,189.99,0,331,4.4,Men's,2023-10-31
2296,Inov-8,Men's Trailfly Ultra G 280 Ultra Running Trail Shoe,148,0,1,5,Men's,2023-10-31
2297,Saucony,"Men's Peregrine 11 Trail Running Shoe, Grey/Green, 10 M",69.95,0,1,5,Men's,2023-10-31
2298,adidas,Men's Terrex Ax4 Mid Gore-tex Sneaker,172.57,0,184,4.4,Men's,2023-10-31
2299,Nike,Men's Manoa Leather Hiking Boot,0,0,4122,4.6,Men's,2023-10-31
2300,Saucony,Men's Excursion Tr14 Grey/Orange Trail Running Shoe 10 M US,49.95,0,10,4.1,Men's,2023-10-31
2301,adidas,Men's Sneaker Trail Running Shoe,155,0,62,4.5,Men's,2023-10-31
2302,Vivobarefoot,mens Low-top,168,0,83,4.2,Men's,2023-10-31
2303,Inov-8,mens Terraultra™ G 270,80.75,0,13,4.3,Men's,2023-10-31
2304,Saucony,Men’s Peregrine Ice+ 2.0,149.95,0,0,0,Men's,2023-10-31
2305,ASICS,Men's Gel-Sonoma 15-50 Mid Top Sportstyle Shoes,84.95,0,1,5,Men's,2023-10-31
2306,Inov-8,"Inov8 Men's Running Shoes, 17.5 AU",123.7,0,13,4.8,Men's,2023-10-31
2307,Axcone,Mens Tennis Shoes Athletic Running Gym Jogging Air Cushion Workout Sneakers US7-US13,39.99,0,1078,4.3,Men's,2023-10-31
2308,adidas,Men's Terrex Trailrider Gore Tex Trail Running Shoes,109.01,0,7,4.7,Men's,2023-10-31
2309,Cole Haan,Men's Zerogrand Overtake All-Terrain Runner Ii Sneaker,95.95,0,79,4.5,Men's,2023-10-31
2310,Arc'teryx,Norvan SL 3 Shoe Men's | Superlight Trail Running Shoe,160,0,1,1,Men's,2023-10-31
2311,adidas,Terrex Swift R3,102.39,0,17,4.8,Men's,2023-10-31
2312,SECHRITE,Mens Womens Barefoot Minimalist Shoes Winter Boots Zero Drop Sole Trail Running Sneakers Wide Toe Box,36.99,0,0,0,Men's,2023-10-31
2313,Icebug,Mens Arcus RB9X Road Running Shoe with Traction Sole,89.97,0,4,3.6,Men's,2023-10-31
2314,La Sportiva,Wildcat 2.0 GTX Men's Trail Running Shoe,174.95,0,95,4,Men's,2023-10-31
2315,Nike,"Men's Juniper Road Running Shoe, Black White Dk Smoke Grey Grey, 9.5",119.99,0,29,4.4,Men's,2023-10-31
2316,Saucony,Men's Ride 15 Tr Gore Tex Trail Running Shoe,149.05,0,13,4.2,Men's,2023-10-31
2317,Saucony,Men's Endorphin Edge Hiking Shoe,199.95,0,0,0,Men's,2023-10-31
2318,Nike,Women's Low-Top Sneakers,129.64,0,63,4.5,Men's,2023-10-31
2319,Sonzj-II,Christmas Shoes Womens Fashion Casual Shoes Mens Breathable Trail Running Sneakers for Girl Boy,59.99,0,0,0,Men's,2023-10-31
2320,Skechers,Men's 204454 Ankle Boot,56.08,0,247,4.5,Men's,2023-10-31
2321,ASICS,Men's Gel-Trabuco 11 Running Shoes,139.95,0,19,4.8,Men's,2023-10-31
2322,adidas,Men's X9000l2 Trail Running Shoe,55,0,90,4.4,Men's,2023-10-31
2323,Wigwam,Trail Junkie Merino Wool Lightweight Quarter Socks,19,0,1,5,Men's,2023-10-31
2324,KAILAS,Men's Fuga EX2 Trail Running Shoes,155.99,0,2,3.5,Men's,2023-10-31
2325,Fila,at Peake 24 Wide-Width Trail Shoe Black,0,0,12,3.7,Men's,2023-10-31
2326,Nike,"Men's Juniper Trail Shoe, Black White Dk Smoke Grey Grey, 6.5",89.97,0,4,4.7,Men's,2023-10-31
2327,Saucony,Excursion TR14 Gravel/Storm 9.5 E - Wide,49.95,0,9,4.3,Men's,2023-10-31
2328,Xero Shoes,Men's Mesa Trail WP Shoe - Waterproof Barefoot Trail Runner,144.99,0,2,3.5,Men's,2023-10-31
2329,Skechers,Men's Sneaker,89.36,0,45,4.3,Men's,2023-10-31
2330,Salomon,Men's Speedcross Vario 2 Trail Runner,104.94,0,1134,4.3,Men's,2023-10-31
2331,Alpinestars,Alpinestars 2654820-111-10 Meta Trail Shoe Black/Dark Grey Sz 10,179.95,0,26,4.4,Men's,2023-10-31
2332,Skechers,"Men's GOrun Altitude-Trail Running Walking Hiking Shoe with Air Cooled Foam Sneaker, Black/Orange, 10.5",69.1,0,10,4,Men's,2023-10-31
2333,Rockport,Men's Total Motion Trail Water Resistant Sport Sneaker,79.73,0,28,3.7,Men's,2023-10-31
2334,Saucony,"Men's Excursion TR14 Running Shoe, Dark Grey/Black/Gold, 10 W",42.96,0,6,4.6,Men's,2023-10-31
2335,Verna Polly,Mens Fashion Sneakers Running Tennis Shoes Lightweight Sport Gym Jogging Hip Hop Walking Athletic Breathable Comfortble Basketball Shoes,48.98,0,209,4,Men's,2023-10-31
2336,Saucony,"Men's Excursion TR14 Running Shoe, Dark Grey/Black/Gold, 11 W",42.1,0,7,4.8,Men's,2023-10-31
2337,Brooks,Men's Catamount 2 Trail Running Shoe,109.95,0,24,4.2,Men's,2023-10-31
2338,adidas,Men's Ultraboost 23 Sneaker,133,0,123,4.2,Men's,2023-10-31
2339,Eisrumu,Men's Trail Running Shoes Lightweight Breathable Hiking Sneakers Outdoor Off-Road Trekking Sports Shoes,39.99,0,308,4.3,Men's,2023-10-31
2340,KAILAS,Men's Fuga EX2 Trail Running Shoes,155.99,0,2,3.5,Men's,2023-10-31
2341,PUMA,"Men's Pacer Future Trail Sneaker, Castlerock Black-Victoria Blue, 8",44.68,0,1,5,Men's,2023-10-31
2342,TIAMOU,Men's Walking Shoes Trail Running Athletic Tennis Non Slip Blade Type Fashion Sneakers,0,0,11412,4.2,Men's,2023-10-31
2343,TSIODFO,Men Running Shoes Gym Jogging Walking Sneakers,39.9,0,696,4.2,Men's,2023-10-31
2344,ALTRA,Men's AL0A82C3 Outroad 2 Trail Running Shoe,0,0,3,5,Men's,2023-10-31
2345,ASICS,Men's Gel-Scram 4 Running Shoes,59.99,0,1245,4.6,Men's,2023-10-31
2346,La Sportiva,Ultra Raptor II Gore-Tex Hiking Shoe - Men's,145.7,0,9,4.1,Men's,2023-10-31
2347,Timberland,Garrison Trail Low Dark Grey 9.5 D (M),89.99,0,5,4.6,Men's,2023-10-31
2348,Salomon,Speedcross 6 GTX Black/Black/Phantom 6 B (M),169.03,0,2,3.4,Men's,2023-10-31
2349,Nike,SuperRep Cycle 2 Next Nature DH3396-400 Cerulean/Arctic Orange/Golden Moss/Armory Navy,92.72,0,11,3.6,Men's,2023-10-31
2350,Skechers,"Men's GOrun Altitude-Trail Running Walking Hiking Shoe with Air Cooled Foam Sneaker, Black/Orange, 9.5",74,0,6,4.3,Men's,2023-10-31
2351,VJ,Shoes XTRM 2 OCR Shoes - Trail Running Shoes Women and Mens with a Full Length Rock Plate - Made for Rocky and Technical Mountain Trails and Obstacle Course Races,170,0,7,3.9,Men's,2023-10-31
2352,Merrell,"Men's Trail Glove 6, Poseidon, 9.5 M",89.95,0,5,3.6,Men's,2023-10-31
2353,Leyang,Mens Trail Running Shoes Womens Minimalist Comfortable Lightweight Barefoot Athletic Walking Jogging Shoes,39.99,0,1502,4,Men's,2023-10-31
2354,New Balance,"Men's Fresh Foam X More Trail V3 Running Shoe, Mindful Grey/Timberwolf, 7",159.99,0,0,0,Men's,2023-10-31
2355,New Balance,Men's Summit Unknown V2 Trail Running Shoe,74.95,0,230,4.2,Men's,2023-10-31
2356,Saucony,mens Endorphin Edge,199.95,0,6,4,Men's,2023-10-31
2357,Saucony,Men's Excursion Tr14 Grey/Orange Trail Running Shoe 9 M US,49.95,0,8,4.7,Men's,2023-10-31
2358,Columbia,Men's Peakfreak Ii Outdry Hiking Shoe,70.58,0,280,4.6,Men's,2023-10-31
2359,Skechers,"mens Go Run Altitude - Trail Running Walking Hiking Shoe With Air Cooled Foam Sneaker, Charcoal/Red, 10.5 X-Wide US",65.69,0,4,4.5,Men's,2023-10-31
2360,adidas,"Men's Trekking Shoes, Black, 10",94.31,0,23,4.3,Men's,2023-10-31
2361,Nike,Women's Basketball Shoes,126.35,0,19464,4.5,Men's,2023-10-31
2362,Saucony,"Men's Excursion TR14 Running Shoe, Black/Orange, 11.5 W",44.96,0,6,5,Men's,2023-10-31
2363,Under Armour,Men's Charged Vantage 2 2e Running Shoe,61.31,0,927,4.5,Men's,2023-10-31
2364,Jeiento,Womens Walking Sneakers Tennis Shoes - Flag Shoes Breathable Comfortable Non Slip Athletic Running Jogging Gym Workout Casual Sport Shoe,25.99,0,29,4.3,Men's,2023-10-31
2365,Salomon,Men's Quest Rove Gore-tex Trail Running Shoe,160,0,13,3.5,Men's,2023-10-31
2366,Ciadoon,unisex-adult Casual,58.59,0,3,4.7,Men's,2023-10-31
2367,Nuofado,Men Women Slip on Sport Trail Running Athletic Blade Sneakers Walking Shoes Tennis Shoes,39.99,0,0,0,Men's,2023-10-31
2368,ASICS,Men's Gel-Fujitrabuco 8 Running Shoes,108.99,0,635,4.7,Men's,2023-10-31
2369,Helly-Hansen,mens Hawk Stapro Helly Tech,101.74,0,2,5,Men's,2023-10-31
2370,Ciadoon,Plaid Shoes for Men Women Road Running Shoes Sport Walking Tennis Sneakers Athletic Shoes Gifts for Boy Girl,79.85,0,2,5,Men's,2023-10-31
2371,Generic,Autism Shoes for Women Men Running Sneakers Lightweight Sports Walking Tennis Golf Shoes Gifts for Boy Girl,59.99,0,0,0,Men's,2023-10-31
2372,Lymeral,"Men's Running Shoes, Slip On Walking Shoes, Mesh Breathable Fashion Sneakers, Men Workout Casual Sports Shoes, Dark Gray/Light Gray/White/Black",22.99,0,2,4,Men's,2023-10-31
2373,Saucony,Men's Excursion Tr14 Grey/Orange Trail Running Shoe 11.5 M US,49.95,0,11,4.5,Men's,2023-10-31
2374,adidas,"Men's Racer TR21 Running Shoe, White/Carbon/Core Black, 13",75,0,16,3.9,Men's,2023-10-31
2375,Altama,"Aboottabad Mid Black US Men's 10, Women's 11.5 Medium",49.98,0,3,5,Men's,2023-10-31
2376,Salomon,Men's Trail Running Shoe,99.41,0,50,4.4,Men's,2023-10-31
2377,SCARPA,Men's Golden Gate ATR GTX Waterproof Gore-Tex Trail Shoes for Trail Running and Hiking,0,0,4,4.7,Men's,2023-10-31
2378,adidas,"Men's Terrex Ax4 Sneaker, Focus Olive/Black/Grey, 7",75.97,0,2,3,Men's,2023-10-31
2379,Merrell,"Men's Trail Glove 6, Black, 9 M",79.95,0,11,3.6,Men's,2023-10-31
2380,vogiant,"American Flag Shoes Women Trainer Sport Running Shoes Casual Lightweight Tennis Walking Sneakers Gifts for Her,Him",59.99,0,0,0,Men's,2023-10-31
2381,Salomon,Men's Alphacross 3 Trail Running Shoes,66.41,0,606,4.6,Men's,2023-10-31
2382,Hetios,Men Women Slip-on Socks Sneakers Art Graffiti Painted Casual Shoes Tennis Running Shoes Plus Size 5-15,29.98,0,34,4.5,Men's,2023-10-31
2383,adidas,Men's Sl20.2 Trail Running Shoe,63.84,0,208,4.2,Men's,2023-10-31
2384,Reebok,Men's Lavante Trail Running Shoe,78.98,0,49,4.5,Men's,2023-10-31
2385,RAX,Men's Ventilation Hiking Shoe Outdoor Trail Running Sneaker,65.99,0,240,4.2,Men's,2023-10-31
2386,Skechers,"Men's GOrun Altitude-Trail Running Walking Hiking Shoe with Air Cooled Foam Sneaker, Black/Lime, 13",56.05,0,7,4.8,Men's,2023-10-31
2387,Skechers,Men's Max Protect Liberated Lace-up Sneaker Oxford,95.95,0,269,4.6,Men's,2023-10-31
2388,ECCO,"Men's Biom 2.1 Low Textile Trail Running Shoe, Frosty Green/Frosty Green/Gravel Nubuck, 13-13.5",101.53,0,0,0,Men's,2023-10-31
2389,Brooks,Men's Catamount 2 Trail Running Shoe,109.95,0,24,4.2,Men's,2023-10-31
